component,RSL,RSLsd,yearBP,siteID,model_ranking
1,-4755.14249479352,1578.82063832086,6507.475,1,0
1,-4760.96854055254,1578.9490965015,6512.95,1,0
1,-4769.61256160308,1579.14970680765,6521.0125,1,0
1,-4776.07001280179,1579.30677712128,6526.9875,1,0
1,-4783.70703988103,1579.49968088979,6534,1,0
1,-4791.90628798539,1579.7142762849,6541.4625,1,0
1,-4800.25315887248,1579.93962651868,6548.9875,1,0
1,-4867.71278117644,1581.89153986226,6606.975,1,0
1,-4941.76664707297,1583.96677768491,6664.4875,1,0
1,-5029.32794716908,1585.98001488497,6724.5,1,0
1,-5076.15563731454,1586.83007377261,6753.4875,1,0
1,-5083.71418122947,1586.95314173321,6757.9875,1,0
1,-5099.07155770762,1587.19157685299,6766.9875,1,0
1,-5158.24224383989,1587.97452730545,6800.0125,1,0
1,-5254.43354046717,1588.85707720495,6848.9875,1,0
1,-5320.67071082909,1589.2478087326,6880,1,0
1,-5331.73707501683,1589.29957743628,6885,1,0
1,-5337.25457983837,1589.32408624526,6887.475,1,0
1,-5339.54728798894,1589.33408160203,6888.5,1,0
1,-5344.03380783787,1589.35315300961,6890.5,1,0
1,-5346.28348192759,1589.36246218609,6891.5,1,0
1,-5347.40992165171,1589.36712103363,6892,1,0
1,-5351.92635912541,1589.38537310487,6894,1,0
1,-5355.3248924003,1589.39883971462,6895.5,1,0
1,-5359.84272910655,1589.41621028953,6897.4875,1,0
1,-5362.12221985729,1589.42476489694,6898.4875,1,0
1,-5363.32065730728,1589.42932331136,6899.0125,1,0
1,-5367.86822523689,1589.44590440341,6901,1,0
1,-5371.31147551443,1589.4581762504,6902.5,1,0
1,-5372.46135034878,1589.46228583935,6903,1,0
1,-5377.04259924451,1589.47806907898,6904.9875,1,0
1,-5379.41180705931,1589.48601342504,6906.0125,1,0
1,-5412.21641294891,1589.58515571453,6920.0125,1,0
1,-5499.00713952584,1589.76587015711,6955.4875,1,0
1,-5639.59645234281,1589.94345319335,7009,1,0
1,-5737.61283579143,1590.08516832058,7044,1,0
1,-5756.29343580222,1590.11989778159,7050.4875,1,0
1,-5773.74765762175,1590.15527583225,7056.5,1,0
1,-5794.23914727662,1590.20094376366,7063.5,1,0
1,-5801.67560397089,1590.21866177807,7066.025,1,0
1,-5811.91170855379,1590.24412929676,7069.4875,1,0
1,-5816.43416513456,1590.25579938774,7071.0125,1,0
1,-5819.36724728951,1590.26342133065,7072,1,0
1,-5822.34114458179,1590.27130413373,7073,1,0
1,-5825.35599413142,1590.27944787794,7074.0125,1,0
1,-5834.27380214212,1590.30409246281,7077,1,0
1,-5835.8069562926,1590.30850091672,7077.5125,1,0
1,-5840.2623463776,1590.3212925517,7079,1,0
1,-5846.26568248169,1590.33886130296,7081,1,0
1,-5852.24613847258,1590.35694930118,7082.9875,1,0
1,-5856.76934700599,1590.37099733159,7084.4875,1,0
1,-5861.3386546094,1590.38535275785,7086,1,0
1,-5864.3643172225,1590.39508345616,7087,1,0
1,-5870.38876442006,1590.41472130556,7088.9875,1,0
1,-5873.46341795009,1590.42497308762,7090,1,0
1,-5884.12092551636,1590.46157790475,7093.5,1,0
1,-5904.14832003089,1590.53465359342,7100.0375,1,0
1,-5986.85886127688,1590.90324439307,7126.5125,1,0
1,-6228.3288234463,1592.65828330323,7199.5,1,0
1,-6475.42321698554,1595.50692597027,7268.5,1,0
1,-6608.12172085932,1597.42436715092,7303.5,1,0
1,-6680.33572158962,1598.56728088431,7322,1,0
1,-6743.96624673391,1599.62779895648,7338,1,0
1,-6814.82144370349,1600.86407223934,7355.5,1,0
1,-6971.1120680999,1603.78304938146,7393,1,0
1,-7065.84385991003,1605.67278147602,7415.05,1,0
1,-7133.45543836104,1607.0747068306,7430.5,1,0
1,-7184.37587962113,1608.15923956926,7441.9875,1,0
1,-7222.46084891446,1608.98645665963,7450.5,1,0
1,-7262.99085853063,1609.88177916972,7459.4875,1,0
1,-7301.79083124641,1610.75355631021,7468.025,1,0
1,-7347.65819868492,1611.80260413045,7478.0375,1,0
1,-7396.05463413568,1612.93153484086,7488.5125,1,0
1,-7430.95689902268,1613.75982948873,7496.0125,1,0
1,-7458.90836485382,1614.43180416329,7501.9875,1,0
1,-7494.2905021701,1615.29361100683,7509.5125,1,0
1,-7529.80832138471,1616.17165303126,7517.025,1,0
1,-7548.61859038798,1616.64187381102,7520.9875,1,0
1,-7577.19871379388,1617.36337928259,7526.9875,1,0
1,-7617.94296171796,1618.4069396356,7535.5,1,0
1,-7653.96463894332,1619.3444520527,7542.9875,1,0
1,-7731.54382297304,1621.4125668511,7559,1,0
1,-7765.67807862302,1622.34432825789,7566,1,0
