"","Depth","lwr_true","median_true","upr_true","lwr_2sd","median","upr_2sd","test_error","subset","runID","nfold"
"1697",937.5,7585.75,7714,7842.25,7402,7537,7726,1129.55093092589,"8","Set8_thinned_7",5
"1698",1046.5,7585.75,7714,7842.25,7575.975,7759,7868.05,1129.55093092589,"8","Set8_thinned_7",5
"1699",1078.5,7688.15,7824,7959.85,7743,7823,7924,1129.55093092589,"8","Set8_thinned_7",5
"1700",1144.5,7852.05,7995,8158.95,7849.925,8019.5,8728.15,1129.55093092589,"8","Set8_thinned_7",5
"1701",0,-72.8,-69,-65.2,-45.025,100.5,1360.3,1262.91570595869,"8","Set8_thinned_8",5
"1702",24.5,7.275,145.5,283.725,-17.025,122,337.05,1262.91570595869,"8","Set8_thinned_8",5
"1703",69,313.6,420,526.4,546.925,1295.5,1940.15,1262.91570595869,"8","Set8_thinned_8",5
"1704",76.5,6866.625,7042.5,7237.375,520.875,751,2117.525,1262.91570595869,"8","Set8_thinned_8",5
"1705",104.5,2008.55,2171,2333.45,917.825,1795,2824.25,1262.91570595869,"8","Set8_thinned_8",5
"1706",144.5,3180.9,3319,3450.1,2355.975,2540,2673,1262.91570595869,"8","Set8_thinned_8",5
"1707",148,2360.7,2545,2729.3,2349.325,3315,3432.125,1262.91570595869,"8","Set8_thinned_8",5
"1708",196.5,3848.45,4009,4217.55,2656.925,3046,3436,1262.91570595869,"8","Set8_thinned_8",5
"1709",256.5,3463.275,3620.5,3815.725,4108.975,4391,4725.025,1262.91570595869,"8","Set8_thinned_8",5
"1710",334,4655.4,4864,5029.6,4086.975,4921,5276,1262.91570595869,"8","Set8_thinned_8",5
"1711",361.5,5304.825,5434.5,5573.175,4950.95,5143,5453,1262.91570595869,"8","Set8_thinned_8",5
"1712",407,5493.275,5687.5,5878.725,5333,5376,5481.05,1262.91570595869,"8","Set8_thinned_8",5
"1713",481.5,5601.825,5750.5,5899.175,5368,5417,5611.2,1262.91570595869,"8","Set8_thinned_8",5
"1714",502,5062.525,5322.5,5543.475,5746.975,5886,6033.05,1262.91570595869,"8","Set8_thinned_8",5
"1715",574,5937.5,6099,6269.5,5772.975,6307,6517,1262.91570595869,"8","Set8_thinned_8",5
"1716",595.5,6480.15,6632.5,6781.175,6041.975,6183,6364.075,1262.91570595869,"8","Set8_thinned_8",5
"1717",643.5,6814,7023,7233.95,6553,6628,6704,1262.91570595869,"8","Set8_thinned_8",5
"1718",649,6575.25,6753,6890.75,6556.975,6635,6710,1262.91570595869,"8","Set8_thinned_8",5
"1719",670,6458.275,6615.5,6776.725,6722.925,6803,6892,1262.91570595869,"8","Set8_thinned_8",5
"1720",749,6752.25,6947,7146.75,6546,6636,7059.05,1262.91570595869,"8","Set8_thinned_8",5
"1721",767,6410.925,6561.5,6725.075,6891,6993,7162.025,1262.91570595869,"8","Set8_thinned_8",5
"1722",850.5,7169.55,7294,7418.45,7190.975,7316,7395.025,1262.91570595869,"8","Set8_thinned_8",5
"1723",870.5,7267.15,7384,7500.85,7254.975,7367,7513.075,1262.91570595869,"8","Set8_thinned_8",5
"1724",937.5,7585.75,7714,7842.25,7393.975,7494,7584,1262.91570595869,"8","Set8_thinned_8",5
"1725",1002.5,7493.875,7594.5,7687.125,7652,7717,7794,1262.91570595869,"8","Set8_thinned_8",5
"1726",1046.5,7585.75,7714,7842.25,7681,7757,7852.025,1262.91570595869,"8","Set8_thinned_8",5
"1727",1078.5,7688.15,7824,7959.85,7721,7865,8454.025,1262.91570595869,"8","Set8_thinned_8",5
"1728",1144.5,7852.05,7995,8158.95,7748.975,8048,9013.15,1262.91570595869,"8","Set8_thinned_8",5
"1729",0,-72.8,-69,-65.2,-35.025,336.5,2051.05,1250.84786245171,"8","Set8_thinned_9",5
"1730",24.5,7.275,145.5,283.725,31.975,383.5,2110.075,1250.84786245171,"8","Set8_thinned_9",5
"1731",69,313.6,420,526.4,531.825,1267.5,1838.025,1250.84786245171,"8","Set8_thinned_9",5
"1732",76.5,6866.625,7042.5,7237.375,624.95,832,1438.275,1250.84786245171,"8","Set8_thinned_9",5
"1733",104.5,2008.55,2171,2333.45,1038.9,1703.5,2539.15,1250.84786245171,"8","Set8_thinned_9",5
"1734",144.5,3180.9,3319,3450.1,1963.8,2495.5,2670,1250.84786245171,"8","Set8_thinned_9",5
"1735",148,2360.7,2545,2729.3,3331.975,3429,3523.025,1250.84786245171,"8","Set8_thinned_9",5
"1736",160.5,3585.875,3754.5,3951.125,3439,3709,4240.025,1250.84786245171,"8","Set8_thinned_9",5
"1737",256.5,3463.275,3620.5,3815.725,3816.9,4338,4721.15,1250.84786245171,"8","Set8_thinned_9",5
"1738",334,4655.4,4864,5029.6,4243.95,4981,5296.15,1250.84786245171,"8","Set8_thinned_9",5
"1739",361.5,5304.825,5434.5,5573.175,4880,5017.5,5419.025,1250.84786245171,"8","Set8_thinned_9",5
"1740",407,5493.275,5687.5,5878.725,4953.975,5275.5,5592.125,1250.84786245171,"8","Set8_thinned_9",5
"1741",481.5,5601.825,5750.5,5899.175,5650.95,5750,5886,1250.84786245171,"8","Set8_thinned_9",5
"1742",502,5062.525,5322.5,5543.475,5755.95,5918.5,6156.25,1250.84786245171,"8","Set8_thinned_9",5
"1743",552.5,6747.225,6922.5,7146.775,5890,6029.5,6149,1250.84786245171,"8","Set8_thinned_9",5
"1744",574,5937.5,6099,6269.5,5983.975,6261.5,6514.025,1250.84786245171,"8","Set8_thinned_9",5
"1745",643.5,6814,7023,7233.95,6272.975,6593.5,6674,1250.84786245171,"8","Set8_thinned_9",5
"1746",649,6575.25,6753,6890.75,6311,6482,6630.05,1250.84786245171,"8","Set8_thinned_9",5
"1747",670,6458.275,6615.5,6776.725,6400.95,6693,6837.05,1250.84786245171,"8","Set8_thinned_9",5
"1748",749,6752.25,6947,7146.75,6501,6727,6958.075,1250.84786245171,"8","Set8_thinned_9",5
"1749",767,6410.925,6561.5,6725.075,6877.925,6982,7163,1250.84786245171,"8","Set8_thinned_9",5
"1750",844.5,6814,7023,7233.95,7097.9,7252,7307.025,1250.84786245171,"8","Set8_thinned_9",5
"1751",850.5,7169.55,7294,7418.45,7083.9,7185,7282.05,1250.84786245171,"8","Set8_thinned_9",5
"1752",870.5,7267.15,7384,7500.85,7240,7344,7489.025,1250.84786245171,"8","Set8_thinned_9",5
"1753",1002.5,7493.875,7594.5,7687.125,7471,7614,7711,1250.84786245171,"8","Set8_thinned_9",5
"1754",1046.5,7585.75,7714,7842.25,7648,7738,7826.025,1250.84786245171,"8","Set8_thinned_9",5
"1755",1078.5,7688.15,7824,7959.85,7715.95,7807,7920.05,1250.84786245171,"8","Set8_thinned_9",5
"1756",1144.5,7852.05,7995,8158.95,7855.85,8104.5,8832.4,1250.84786245171,"8","Set8_thinned_9",5
"1757",0,-72.8,-69,-65.2,334,1767.5,2688.3,1128.92563496703,"8","Set8_thinned_10",5
"1758",24.5,7.275,145.5,283.725,386.975,1826,2746,1128.92563496703,"8","Set8_thinned_10",5
"1759",69,313.6,420,526.4,468,1470.5,2491.2,1128.92563496703,"8","Set8_thinned_10",5
"1760",76.5,6866.625,7042.5,7237.375,855.9,2060,2935.175,1128.92563496703,"8","Set8_thinned_10",5
"1761",104.5,2008.55,2171,2333.45,1532.775,2395.5,3145.025,1128.92563496703,"8","Set8_thinned_10",5
"1762",144.5,3180.9,3319,3450.1,2391.975,2582.5,2673.025,1128.92563496703,"8","Set8_thinned_10",5
"1763",148,2360.7,2545,2729.3,3352,3441,3573.075,1128.92563496703,"8","Set8_thinned_10",5
"1764",160.5,3585.875,3754.5,3951.125,3501.85,3714,3930,1128.92563496703,"8","Set8_thinned_10",5
"1765",196.5,3848.45,4009,4217.55,3806,4058,4818.05,1128.92563496703,"8","Set8_thinned_10",5
"1766",334,4655.4,4864,5029.6,4397.825,5160,5360.025,1128.92563496703,"8","Set8_thinned_10",5
"1767",361.5,5304.825,5434.5,5573.175,4937.975,5144,5482.1,1128.92563496703,"8","Set8_thinned_10",5
"1768",407,5493.275,5687.5,5878.725,5392,5511,5657,1128.92563496703,"8","Set8_thinned_10",5
"1769",481.5,5601.825,5750.5,5899.175,5684,5846,6132.025,1128.92563496703,"8","Set8_thinned_10",5
"1770",502,5062.525,5322.5,5543.475,5668.95,5774,5935,1128.92563496703,"8","Set8_thinned_10",5
"1771",552.5,6747.225,6922.5,7146.775,5904.95,6048,6170.025,1128.92563496703,"8","Set8_thinned_10",5
"1772",574,5937.5,6099,6269.5,6180,6434,6573.025,1128.92563496703,"8","Set8_thinned_10",5
"1773",595.5,6480.15,6632.5,6781.175,6079,6217,6368,1128.92563496703,"8","Set8_thinned_10",5
"1774",643.5,6814,7023,7233.95,6540,6626,6707.025,1128.92563496703,"8","Set8_thinned_10",5
"1775",670,6458.275,6615.5,6776.725,6916.975,6995,7072,1128.92563496703,"8","Set8_thinned_10",5
"1776",749,6752.25,6947,7146.75,6950.975,7046,7110.05,1128.92563496703,"8","Set8_thinned_10",5
"1777",767,6410.925,6561.5,6725.075,6959.975,7058,7119.025,1128.92563496703,"8","Set8_thinned_10",5
"1778",844.5,6814,7023,7233.95,7143.925,7264,7313,1128.92563496703,"8","Set8_thinned_10",5
"1779",850.5,7169.55,7294,7418.45,7069.975,7181,7263,1128.92563496703,"8","Set8_thinned_10",5
"1780",870.5,7267.15,7384,7500.85,7252.925,7364,7510.025,1128.92563496703,"8","Set8_thinned_10",5
"1781",937.5,7585.75,7714,7842.25,7418,7496.5,7575.05,1128.92563496703,"8","Set8_thinned_10",5
"1782",1002.5,7493.875,7594.5,7687.125,7652,7716,7806,1128.92563496703,"8","Set8_thinned_10",5
"1783",1046.5,7585.75,7714,7842.25,7668,7758.5,7911,1128.92563496703,"8","Set8_thinned_10",5
"1784",1144.5,7852.05,7995,8158.95,7736.925,8025,9087.025,1128.92563496703,"8","Set8_thinned_10",5
"1785",0,-72.8,-69,-65.2,-28.025,338,500.05,496.040163444453,"9","Set9_thinned_2",5
"1786",69,313.6,420,526.4,316.95,1162.5,2180.2,496.040163444453,"9","Set9_thinned_2",5
"1787",104.5,2008.55,2171,2333.45,604.875,1799,2402.1,496.040163444453,"9","Set9_thinned_2",5
"1788",148,2360.7,2545,2729.3,2511.925,3070,3706.05,496.040163444453,"9","Set9_thinned_2",5
"1789",196.5,3848.45,4009,4217.55,2770.75,3201,4196.375,496.040163444453,"9","Set9_thinned_2",5
"1790",334,4659.425,4888.5,5033.575,4188.925,4591,4999.075,496.040163444453,"9","Set9_thinned_2",5
"1791",407,5493.275,5687.5,5878.725,4957.95,5099,5281.025,496.040163444453,"9","Set9_thinned_2",5
"1792",502,5062.525,5322.5,5543.475,5712,5875,6054.05,496.040163444453,"9","Set9_thinned_2",5
"1793",574,5937.5,6099,6269.5,5488.85,5765,6120.025,496.040163444453,"9","Set9_thinned_2",5
"1794",643.5,6814,7023,7233.95,6192,6340,6411,496.040163444453,"9","Set9_thinned_2",5
"1795",670,6315.25,6472,6628.75,6960.95,7049,7192,496.040163444453,"9","Set9_thinned_2",5
"1796",767,6410.925,6561.5,6725.075,7056.975,7189,7301.025,496.040163444453,"9","Set9_thinned_2",5
"1797",850.5,7169.55,7294,7418.45,6731,7112,7492.125,496.040163444453,"9","Set9_thinned_2",5
"1798",937.5,7585.75,7714,7842.25,7336.975,7475,7635.025,496.040163444453,"9","Set9_thinned_2",5
"1799",1046.5,7585.75,7714,7842.25,7740.975,7847,7945,496.040163444453,"9","Set9_thinned_2",5
"1800",1144.5,7852.05,7995,8158.95,7743.975,7977.5,9190.225,496.040163444453,"9","Set9_thinned_2",5
"1801",0,-72.8,-69,-65.2,-51.025,93,249,1294.26020880472,"9","Set9_thinned_3",5
"1802",24.5,7.275,145.5,283.725,31.95,382.5,1221.25,1294.26020880472,"9","Set9_thinned_3",5
"1803",76.5,6866.625,7042.5,7237.375,636.875,1504,2001.125,1294.26020880472,"9","Set9_thinned_3",5
"1804",104.5,2008.55,2171,2333.45,1090.75,1872,2474.25,1294.26020880472,"9","Set9_thinned_3",5
"1805",148,2360.7,2545,2729.3,2669.9,3408,3658.025,1294.26020880472,"9","Set9_thinned_3",5
"1806",160.5,3585.875,3754.5,3951.125,2492,2713,3180.05,1294.26020880472,"9","Set9_thinned_3",5
"1807",256.5,3463.275,3620.5,3815.725,3940.9,4370,4733,1294.26020880472,"9","Set9_thinned_3",5
"1808",334,4659.425,4888.5,5033.575,3961.95,4681.5,5373.05,1294.26020880472,"9","Set9_thinned_3",5
"1809",407,5493.275,5687.5,5878.725,4969.875,5280,5626.125,1294.26020880472,"9","Set9_thinned_3",5
"1810",481.5,5601.825,5750.5,5899.175,5699.975,5835,6015.05,1294.26020880472,"9","Set9_thinned_3",5
"1811",552.5,6747.225,6922.5,7146.775,5844.975,6020,6146,1294.26020880472,"9","Set9_thinned_3",5
"1812",574,5937.5,6099,6269.5,6786.9,6878,6979.075,1294.26020880472,"9","Set9_thinned_3",5
"1813",643.5,6814,7023,7233.95,6508.7,6748,6832.025,1294.26020880472,"9","Set9_thinned_3",5
"1814",649,6678.275,6835.5,6992.725,6899,6982,7090.025,1294.26020880472,"9","Set9_thinned_3",5
"1815",749,6752.25,6947,7146.75,6862.95,7040,7200,1294.26020880472,"9","Set9_thinned_3",5
"1816",767,6410.925,6561.5,6725.075,6921,6999,7170,1294.26020880472,"9","Set9_thinned_3",5
"1817",850.5,7169.55,7294,7418.45,7160.925,7314,7385,1294.26020880472,"9","Set9_thinned_3",5
"1818",870.5,7267.15,7384,7500.85,7297,7401,7504.05,1294.26020880472,"9","Set9_thinned_3",5
"1819",1002.5,7493.875,7594.5,7687.125,7476.9,7620.5,7718.025,1294.26020880472,"9","Set9_thinned_3",5
"1820",1046.5,7585.75,7714,7842.25,7633.975,7727,7907,1294.26020880472,"9","Set9_thinned_3",5
"1821",1144.5,7852.05,7995,8158.95,7714,7938.5,8888.225,1294.26020880472,"9","Set9_thinned_3",5
"1822",0,-72.8,-69,-65.2,-64,45,230,534.09837381953,"9","Set9_thinned_4",5
"1823",24.5,7.275,145.5,283.725,-9.025,126,352,534.09837381953,"9","Set9_thinned_4",5
"1824",69,313.6,420,526.4,522.95,1293,1919.275,534.09837381953,"9","Set9_thinned_4",5
"1825",104.5,2008.55,2171,2333.45,780.925,1399,2137.525,534.09837381953,"9","Set9_thinned_4",5
"1826",144.5,3180.9,3319,3450.1,1859.975,2429.5,2624.05,534.09837381953,"9","Set9_thinned_4",5
"1827",148,2360.7,2545,2729.3,3295.975,3402,3582,534.09837381953,"9","Set9_thinned_4",5
"1828",196.5,3848.45,4009,4217.55,2719.95,3076,3474,534.09837381953,"9","Set9_thinned_4",5
"1829",256.5,3463.275,3620.5,3815.725,4104.975,4390.5,4721.075,534.09837381953,"9","Set9_thinned_4",5
"1830",334,4659.425,4888.5,5033.575,3735.975,4222.5,4793.075,534.09837381953,"9","Set9_thinned_4",5
"1831",407,5493.275,5687.5,5878.725,4977.825,5275,5582.075,534.09837381953,"9","Set9_thinned_4",5
"1832",481.5,5601.825,5750.5,5899.175,4855.85,5273,5413,534.09837381953,"9","Set9_thinned_4",5
"1833",502,5062.525,5322.5,5543.475,5740,5877,6015.05,534.09837381953,"9","Set9_thinned_4",5
"1834",574,5937.5,6099,6269.5,6000.925,6240,6426,534.09837381953,"9","Set9_thinned_4",5
"1835",595.5,6480.15,6632.5,6781.175,6029.925,6286.5,6444.1,534.09837381953,"9","Set9_thinned_4",5
"1836",643.5,6814,7023,7233.95,6145.925,6394,6507.125,534.09837381953,"9","Set9_thinned_4",5
"1837",670,6315.25,6472,6628.75,6780.8,6933,7084.025,534.09837381953,"9","Set9_thinned_4",5
"1838",749,6752.25,6947,7146.75,6477.975,6566,6635,534.09837381953,"9","Set9_thinned_4",5
"1839",767,6410.925,6561.5,6725.075,6885.925,7152,7279,534.09837381953,"9","Set9_thinned_4",5
"1840",850.5,7169.55,7294,7418.45,7097.95,7309,7392.025,534.09837381953,"9","Set9_thinned_4",5
"1841",870.5,7267.15,7384,7500.85,7312,7405,7569,534.09837381953,"9","Set9_thinned_4",5
"1842",937.5,7585.75,7714,7842.25,7411.975,7507,7634,534.09837381953,"9","Set9_thinned_4",5
"1843",1046.5,7585.75,7714,7842.25,7716,7847,7947.025,534.09837381953,"9","Set9_thinned_4",5
"1844",1078.5,7688.15,7824,7959.85,7751.975,7887,7970.025,534.09837381953,"9","Set9_thinned_4",5
"1845",1144.5,7852.05,7995,8158.95,7899.925,8167.5,8914.075,534.09837381953,"9","Set9_thinned_4",5
"1846",0,-72.8,-69,-65.2,70,2581.5,3064.05,1522.54603214484,"9","Set9_thinned_5",5
"1847",24.5,7.275,145.5,283.725,151.95,2633.5,3089.15,1522.54603214484,"9","Set9_thinned_5",5
"1848",69,313.6,420,526.4,398,1116.5,1947.275,1522.54603214484,"9","Set9_thinned_5",5
"1849",76.5,6866.625,7042.5,7237.375,471.975,646.5,1393,1522.54603214484,"9","Set9_thinned_5",5
"1850",144.5,3180.9,3319,3450.1,2075.8,2519,2669,1522.54603214484,"9","Set9_thinned_5",5
"1851",148,2360.7,2545,2729.3,3355,3449,3581.1,1522.54603214484,"9","Set9_thinned_5",5
"1852",160.5,3585.875,3754.5,3951.125,3505.925,3710,3953.025,1522.54603214484,"9","Set9_thinned_5",5
"1853",196.5,3848.45,4009,4217.55,3781.975,3996,4530.05,1522.54603214484,"9","Set9_thinned_5",5
"1854",334,4659.425,4888.5,5033.575,4378,5067,5496,1522.54603214484,"9","Set9_thinned_5",5
"1855",361.5,5304.825,5434.5,5573.175,4537.95,5273.5,5551.05,1522.54603214484,"9","Set9_thinned_5",5
"1856",407,5493.275,5687.5,5878.725,5407,5510.5,5684.05,1522.54603214484,"9","Set9_thinned_5",5
"1857",481.5,5601.825,5750.5,5899.175,5651,5782,5955.025,1522.54603214484,"9","Set9_thinned_5",5
"1858",552.5,6747.225,6922.5,7146.775,5910.925,6037,6127,1522.54603214484,"9","Set9_thinned_5",5
"1859",574,5937.5,6099,6269.5,5877.975,6076,6270.175,1522.54603214484,"9","Set9_thinned_5",5
"1860",595.5,6480.15,6632.5,6781.175,6056,6170.5,6301.025,1522.54603214484,"9","Set9_thinned_5",5
"1861",643.5,6814,7023,7233.95,6603,6698,6807,1522.54603214484,"9","Set9_thinned_5",5
"1862",670,6315.25,6472,6628.75,6642.975,6738,6835.025,1522.54603214484,"9","Set9_thinned_5",5
"1863",749,6752.25,6947,7146.75,6480.975,6568,6630.025,1522.54603214484,"9","Set9_thinned_5",5
"1864",767,6410.925,6561.5,6725.075,6888.975,7158,7279,1522.54603214484,"9","Set9_thinned_5",5
"1865",844.5,6866.85,7065,7252.15,7096.925,7299.5,7378.075,1522.54603214484,"9","Set9_thinned_5",5
"1866",870.5,7267.15,7384,7500.85,7127,7258,7408,1522.54603214484,"9","Set9_thinned_5",5
"1867",937.5,7585.75,7714,7842.25,7389,7498.5,7654,1522.54603214484,"9","Set9_thinned_5",5
"1868",1002.5,7493.875,7594.5,7687.125,7462.925,7614,7718,1522.54603214484,"9","Set9_thinned_5",5
"1869",1046.5,7585.75,7714,7842.25,7660,7754,7926,1522.54603214484,"9","Set9_thinned_5",5
"1870",1144.5,7852.05,7995,8158.95,7742.975,8037,8945.25,1522.54603214484,"9","Set9_thinned_5",5
"1871",0,-72.8,-69,-65.2,1.975,372,1686.125,1226.52295440905,"9","Set9_thinned_6",5
"1872",24.5,7.275,145.5,283.725,95.975,409,1721.175,1226.52295440905,"9","Set9_thinned_6",5
"1873",69,313.6,420,526.4,612.75,1302,1923.25,1226.52295440905,"9","Set9_thinned_6",5
"1874",76.5,6866.625,7042.5,7237.375,708.95,1492,1989.125,1226.52295440905,"9","Set9_thinned_6",5
"1875",104.5,2008.55,2171,2333.45,971.875,1559.5,2264.1,1226.52295440905,"9","Set9_thinned_6",5
"1876",148,2360.7,2545,2729.3,2706.75,3405,3652,1226.52295440905,"9","Set9_thinned_6",5
"1877",160.5,3585.875,3754.5,3951.125,2496,2719,3057.1,1226.52295440905,"9","Set9_thinned_6",5
"1878",196.5,3848.45,4009,4217.55,3786.925,4047.5,4887.175,1226.52295440905,"9","Set9_thinned_6",5
"1879",256.5,3463.275,3620.5,3815.725,3940.975,4482,5291.05,1226.52295440905,"9","Set9_thinned_6",5
"1880",334,4659.425,4888.5,5033.575,4274.95,5044,5486,1226.52295440905,"9","Set9_thinned_6",5
"1881",407,5493.275,5687.5,5878.725,4888,5016,5241.05,1226.52295440905,"9","Set9_thinned_6",5
"1882",481.5,5601.825,5750.5,5899.175,5649.975,5752,5889,1226.52295440905,"9","Set9_thinned_6",5
"1883",502,5062.525,5322.5,5543.475,5663,5783,5926.075,1226.52295440905,"9","Set9_thinned_6",5
"1884",552.5,6747.225,6922.5,7146.775,5904.975,6046,6158,1226.52295440905,"9","Set9_thinned_6",5
"1885",574,5937.5,6099,6269.5,6825.975,6904,6986.025,1226.52295440905,"9","Set9_thinned_6",5
"1886",643.5,6814,7023,7233.95,6121,6291,6428,1226.52295440905,"9","Set9_thinned_6",5
"1887",649,6678.275,6835.5,6992.725,6953.975,7021.5,7148.025,1226.52295440905,"9","Set9_thinned_6",5
"1888",670,6315.25,6472,6628.75,6973,7054,7171.025,1226.52295440905,"9","Set9_thinned_6",5
"1889",749,6752.25,6947,7146.75,7033.975,7162,7279,1226.52295440905,"9","Set9_thinned_6",5
"1890",767,6410.925,6561.5,6725.075,6869.9,6975,7147.15,1226.52295440905,"9","Set9_thinned_6",5
"1891",850.5,7169.55,7294,7418.45,7261,7336,7400.025,1226.52295440905,"9","Set9_thinned_6",5
"1892",870.5,7267.15,7384,7500.85,7257.975,7366,7531,1226.52295440905,"9","Set9_thinned_6",5
"1893",937.5,7585.75,7714,7842.25,7415.975,7496,7579,1226.52295440905,"9","Set9_thinned_6",5
"1894",1002.5,7493.875,7594.5,7687.125,7724.975,8060.5,8860.1,1226.52295440905,"9","Set9_thinned_6",5
"1895",1046.5,7585.75,7714,7842.25,7759,8266.5,9178.175,1226.52295440905,"9","Set9_thinned_6",5
"1896",1144.5,7852.05,7995,8158.95,7847.55,8724.5,10071.275,1226.52295440905,"9","Set9_thinned_6",5
"1897",0,-72.8,-69,-65.2,2135.95,2760.5,3122.025,1476.4851782126,"9","Set9_thinned_7",5
"1898",24.5,7.275,145.5,283.725,2220.9,2807.5,3144.05,1476.4851782126,"9","Set9_thinned_7",5
"1899",69,313.6,420,526.4,484,1222,1817.225,1476.4851782126,"9","Set9_thinned_7",5
"1900",76.5,6866.625,7042.5,7237.375,646.9,836,1414.075,1476.4851782126,"9","Set9_thinned_7",5
"1901",104.5,2008.55,2171,2333.45,2939.95,3224,3367,1476.4851782126,"9","Set9_thinned_7",5
"1902",144.5,3180.9,3319,3450.1,2717.875,3308,3578.325,1476.4851782126,"9","Set9_thinned_7",5
"1903",160.5,3585.875,3754.5,3951.125,3364,3559,3822.025,1476.4851782126,"9","Set9_thinned_7",5
"1904",196.5,3848.45,4009,4217.55,3588.95,3762,4090.025,1476.4851782126,"9","Set9_thinned_7",5
"1905",256.5,3463.275,3620.5,3815.725,4125.975,4395,4723.025,1476.4851782126,"9","Set9_thinned_7",5
"1906",334,4659.425,4888.5,5033.575,4722.8,5139,5350.1,1476.4851782126,"9","Set9_thinned_7",5
"1907",361.5,5304.825,5434.5,5573.175,4873,4971.5,5137.125,1476.4851782126,"9","Set9_thinned_7",5
"1908",407,5493.275,5687.5,5878.725,5311.275,5371,5425.025,1476.4851782126,"9","Set9_thinned_7",5
"1909",502,5062.525,5322.5,5543.475,5763.95,6117,6418.025,1476.4851782126,"9","Set9_thinned_7",5
"1910",552.5,6747.225,6922.5,7146.775,5630,5886,6043,1476.4851782126,"9","Set9_thinned_7",5
"1911",574,5937.5,6099,6269.5,6229.95,6507,6643,1476.4851782126,"9","Set9_thinned_7",5
"1912",595.5,6480.15,6632.5,6781.175,6092.975,6246,6533.075,1476.4851782126,"9","Set9_thinned_7",5
"1913",643.5,6814,7023,7233.95,6601.975,6703,6806.05,1476.4851782126,"9","Set9_thinned_7",5
"1914",649,6678.275,6835.5,6992.725,6607.975,6711,6811.075,1476.4851782126,"9","Set9_thinned_7",5
"1915",749,6752.25,6947,7146.75,6841,7008.5,7164.025,1476.4851782126,"9","Set9_thinned_7",5
"1916",767,6410.925,6561.5,6725.075,6904.95,6970,7063.05,1476.4851782126,"9","Set9_thinned_7",5
"1917",844.5,6866.85,7065,7252.15,7151.975,7262,7310.025,1476.4851782126,"9","Set9_thinned_7",5
"1918",850.5,7169.55,7294,7418.45,7089,7181,7279.025,1476.4851782126,"9","Set9_thinned_7",5
"1919",870.5,7267.15,7384,7500.85,7322,7403,7572.15,1476.4851782126,"9","Set9_thinned_7",5
"1920",937.5,7585.75,7714,7842.25,7401.95,7494,7617,1476.4851782126,"9","Set9_thinned_7",5
"1921",1046.5,7585.75,7714,7842.25,7716.975,7804,7881.025,1476.4851782126,"9","Set9_thinned_7",5
"1922",1078.5,7688.15,7824,7959.85,7742,7826,7929.05,1476.4851782126,"9","Set9_thinned_7",5
"1923",1144.5,7852.05,7995,8158.95,7836,8014,8728,1476.4851782126,"9","Set9_thinned_7",5
"1924",0,-72.8,-69,-65.2,-55.025,92,253,1324.54227269002,"9","Set9_thinned_8",5
"1925",24.5,7.275,145.5,283.725,-3,124,337.025,1324.54227269002,"9","Set9_thinned_8",5
"1926",69,313.6,420,526.4,468,1249,1815.025,1324.54227269002,"9","Set9_thinned_8",5
"1927",76.5,6866.625,7042.5,7237.375,419.975,608,1527.3,1324.54227269002,"9","Set9_thinned_8",5
"1928",104.5,2008.55,2171,2333.45,579.825,1135.5,2317.8,1324.54227269002,"9","Set9_thinned_8",5
"1929",144.5,3180.9,3319,3450.1,858.45,1797.5,2753.5,1324.54227269002,"9","Set9_thinned_8",5
"1930",148,2360.7,2545,2729.3,869.525,1853.5,2800.1,1324.54227269002,"9","Set9_thinned_8",5
"1931",196.5,3848.45,4009,4217.55,2756.875,3073.5,3432.05,1324.54227269002,"9","Set9_thinned_8",5
"1932",256.5,3463.275,3620.5,3815.725,4126,4399,4727.1,1324.54227269002,"9","Set9_thinned_8",5
"1933",334,4659.425,4888.5,5033.575,4634.875,5137,5358,1324.54227269002,"9","Set9_thinned_8",5
"1934",361.5,5304.825,5434.5,5573.175,4960.975,5147,5439.05,1324.54227269002,"9","Set9_thinned_8",5
"1935",407,5493.275,5687.5,5878.725,5386.95,5520,5696,1324.54227269002,"9","Set9_thinned_8",5
"1936",481.5,5601.825,5750.5,5899.175,5658.95,5799,5977,1324.54227269002,"9","Set9_thinned_8",5
"1937",502,5062.525,5322.5,5543.475,5727.95,5872,5989.05,1324.54227269002,"9","Set9_thinned_8",5
"1938",574,5937.5,6099,6269.5,6113.875,6447,6604.05,1324.54227269002,"9","Set9_thinned_8",5
"1939",595.5,6480.15,6632.5,6781.175,6019,6120,6332.05,1324.54227269002,"9","Set9_thinned_8",5
"1940",643.5,6814,7023,7233.95,6692.95,6792,6873,1324.54227269002,"9","Set9_thinned_8",5
"1941",649,6678.275,6835.5,6992.725,6818,6976,7068,1324.54227269002,"9","Set9_thinned_8",5
"1942",670,6315.25,6472,6628.75,6842.975,7006,7090.025,1324.54227269002,"9","Set9_thinned_8",5
"1943",749,6752.25,6947,7146.75,6937.95,7093.5,7235.05,1324.54227269002,"9","Set9_thinned_8",5
"1944",767,6410.925,6561.5,6725.075,6979.975,7160,7228.025,1324.54227269002,"9","Set9_thinned_8",5
"1945",850.5,7169.55,7294,7418.45,7215.95,7328,7402.025,1324.54227269002,"9","Set9_thinned_8",5
"1946",870.5,7267.15,7384,7500.85,7298.975,7397,7555,1324.54227269002,"9","Set9_thinned_8",5
