component,modelID,df2s,dsd2s,yearBP,siteID,model_ranking
1,1,0.352602719995193,3.2844000284782,1768,1,1
1,1,0.250453176042065,3.28754232410557,1668,1,1
1,1,0.188178789606318,3.29207936145263,1568,1,1
1,1,0.163589339083992,3.29502397821556,1468,1,1
1,1,0.171740453965031,3.2937314881342,1368,1,1
1,1,0.206668374370784,3.28862099726903,1268,1,1
1,1,0.261562874629162,3.28125856131754,1168,1,1
1,1,0.328664855533279,3.27186351350737,1068,1,1
1,1,0.399268621737137,3.25950502600402,968,1,1
1,1,0.462770514981821,3.24455148153338,868,1,1
1,1,0.505797433489933,3.23013268878045,768,1,1
1,1,0.51474845633842,3.22133424774566,668,1,1
1,1,0.478648966066539,3.2219941847963,568,1,1
1,1,0.391181457331404,3.23250340337641,468,1,1
1,1,0.252392002837733,3.25201013107968,368,1,1
1,1,0.069159891540185,3.28507746817056,268,1,1
1,1,-0.145985796670429,3.34946514535796,168,1,1
1,1,-0.377418867214583,3.4799185623788,68,1,1
1,1,0.688797018746831,3.58121019912492,18868,2,1
1,1,1.96367760095287,3.58261298891899,18768,2,1
1,1,2.89434783784669,3.59158324516198,18668,2,1
1,1,3.45176692144947,3.6071678564731,18568,2,1
1,1,3.65154496958014,3.63007383860609,18468,2,1
1,1,3.55424605959567,3.66122022044924,18368,2,1
1,1,3.25104415364095,3.70135000409418,18268,2,1
1,1,2.82381995052091,3.75136744650616,18168,2,1
1,1,2.32989546607723,3.81477777713788,18068,2,1
1,1,1.81255222675856,3.90006770837526,17968,2,1
1,1,1.30668099755893,4.01743539773076,17868,2,1
1,1,0.838545239772634,4.17177580740516,17768,2,1
1,1,0.425900846959534,4.35775529651431,17668,2,1
1,1,0.0781177996493938,4.55946626589381,17568,2,1
1,1,-0.20300032524156,4.75470755614415,17468,2,1
1,1,-0.419050854849543,4.92338293117839,17368,2,1
1,1,-0.57171240973989,5.05205420629173,17268,2,1
1,1,-0.662409782607661,5.13344312250354,17168,2,1
1,1,-0.692333761088035,5.16529008078927,17068,2,1
1,1,-0.662460888577567,5.14936975662904,16968,2,1
1,1,-0.573572714994758,5.09073745618313,16868,2,1
1,1,-0.426274650665033,4.9971666849779,16768,2,1
1,1,-0.221014541998834,4.87869763139263,16668,2,1
1,1,0.041898917894527,4.74719237597965,16568,2,1
1,1,0.362277824303614,4.61576899992559,16468,2,1
1,1,0.740036624935423,4.49797491587805,16368,2,1
1,1,1.17517349417331,4.40659680667986,16268,2,1
1,1,1.66775139367553,4.35213939891884,16168,2,1
1,1,2.21787869750766,4.34123909560331,16068,2,1
1,1,2.82568925148469,4.37549086624649,15968,2,1
1,1,3.49132173658937,4.4511476502118,15868,2,1
1,1,4.21489820005965,4.55982062619634,15768,2,1
1,1,4.9965016121999,4.68988037490588,15668,2,1
